ticket_id,customer_id,order_id,timestamp,support_channel,customer_region,customer_age_band,preferred_language,customer_tenure_months,product_category,order_value,delivery_delay_days,previous_ticket_count,issue_title,issue_description,issue_category,priority,customer_sentiment,attachment_available,image_id,escalated,resolution_time_hours,refund_requested,refund_amount,csat_score,accessibility_support_flag,resolution_status_after_7d,final_agent_disposition
TKT000000081,CUST0090909,ORD00001081,2025-07-20T06:49,web_chat,West Midlands,45-54,English,38,home,88.78,0,3,Item arrived damaged,I need assistance because the item arrived cracked. The order value is about GBP 88.78. Thanks. ...,damaged_item,urgent,negative,1,IMG_DAMAGED_0081,0,18.45,1,86.9,3.6,0,resolved_within_7d,refund_or_return_completed
TKT000000082,CUST0193812,ORD00001082,2025-07-28T23:25,email,North West,35-44,English,23,appliances,334.58,1,2,Item arrived damaged,Please help - the product is damaged. The order value is about GBP 334.58. I need this resolved soon. thx,damaged_item,medium,negative,1,IMG_DAMAGED_0082,0,16.02,1,262.64,,0,resolved_within_7d,refund_or_return_completed
TKT000000083,CUST0185796,ORD00001083,2025-04-21T03:31,email,London,55-64,English,37,toys,169.42,6,2,Damage on arrival,Can someone check this? the box was crushed and the item is broken. The order value is about GBP 169.42. I need this resolved soon. !!!,damaged_item,urgent,negative,1,IMG_DAMAGED_0083,1,40.07,0,0.0,2.6,0,resolved_within_7d,specialist_escalation
TKT000000084,CUST0075878,ORD00001084,2025-03-08T05:58,phone,South East,55-64,English,19,sports,69.53,2,0,Damage on arrival,"Hi, the box was crushed and the item is broken. The order value is about GBP 69.53. Can you confirm the next step? pls",damaged_item,medium,neutral,1,IMG_DAMAGED_0084,0,9.27,0,0.0,4.6,0,resolved_within_7d,resolved_standard
TKT000000085,CUST0003084,ORD00001085,2025-12-17T09:22,web_chat,West Midlands,35-44,English,39,fashion,110.29,2,1,Damage on arrival,"Hello, the product is damaged. The order value is about GBP 110.29. Please advise. #help",damaged_item,medium,negative,1,IMG_DAMAGED_0085,0,8.17,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000086,CUST0077772,ORD00001086,2025-08-31T13:04,email,North West,18-24,English,17,sports,218.79,2,4,Damage on arrival,Please help - the box was crushed and the item is broken. The order value is about GBP 218.79. Please advise. thx,damaged_item,medium,positive,1,IMG_DAMAGED_0086,0,18.74,1,213.74,4.1,0,resolved_within_7d,refund_or_return_completed
TKT000000087,CUST0078428,ORD00001087,2025-09-06T13:04,web_chat,North West,35-44,English,16,toys,106.57,10,2,Product is broken,Please help - the product is damaged. The order value is about GBP 106.57. Please advise. pls,damaged_item,medium,negative,1,IMG_DAMAGED_0087,0,23.25,0,0.0,2.6,0,resolved_within_7d,resolved_standard
TKT000000088,CUST0083675,ORD00001088,2025-12-18T06:50,web_chat,West Midlands,18-24,English,47,electronics,681.3,1,3,Damage on arrival,"Hi, the product is damaged. The order value is about GBP 681.30. Thanks. pls",damaged_item,low,negative,1,IMG_DAMAGED_0088,1,30.72,0,0.0,2.5,0,resolved_within_7d,specialist_escalation
TKT000000089,CUST0027685,ORD00001089,2025-06-04T13:02,mobile_app,London,25-34,English,64,sports,117.07,0,6,Item arrived damaged,"HI, THE PRODUCT IS DAMAGED. THE ORDER VALUE IS ABOUT GBP 117.07. CAN YOU CONFIRM THE NEXT STEP? ...",damaged_item,low,negative,1,IMG_DAMAGED_0089,1,18.51,0,0.0,3.2,0,resolved_within_7d,specialist_escalation
TKT000000090,CUST0006817,ORD00001090,2025-01-12T04:19,web_chat,Wales,25-34,English,24,fashion,40.0,1,1,Damage on arrival,I need assistance because the item arrived cracked. The order value is about GBP 40.00. Please get back to me. sent from mobile,damaged_item,medium,neutral,1,IMG_DAMAGED_0090,0,15.89,0,0.0,3.8,0,resolved_within_7d,resolved_standard
TKT000000091,CUST0093624,ORD00001091,2025-03-20T22:05,email,Scotland,45-54,Urdu,17,toys,209.04,1,2,Damage on arrival,"Support team, there is visible damage. The order value is about GBP 209.04. Please get back to me. ASAP",damaged_item,low,negative,1,IMG_DAMAGED_0091,1,34.95,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000092,CUST0004242,ORD00001092,2025-11-24T04:19,web_chat,London,18-24,English,74,home,70.76,1,1,Product is broken,I need assistance because the item arrived cracked. The order value is about GBP 70.76. Please get back to me. pls,damaged_item,medium,neutral,1,IMG_DAMAGED_0092,0,23.27,0,0.0,3.8,0,resolved_within_7d,resolved_standard
TKT000000093,CUST0163410,ORD00001093,2025-04-04T11:30,mobile_app,North West,18-24,English,17,beauty,75.61,3,2,Product is broken,Please help - the item arrived cracked. The order value is about GBP 75.61. Thank you. #help,damaged_item,low,negative,1,IMG_DAMAGED_0093,0,26.84,1,64.15,2.8,0,resolved_within_7d,refund_or_return_completed
TKT000000094,CUST0129871,ORD00001094,2025-04-23T08:40,mobile_app,London,25-34,English,24,beauty,213.28,1,2,Damage on arrival,Please help - the item arrived cracked. The order value is about GBP 213.28. Thank you. #help,damaged_item,medium,neutral,1,IMG_DAMAGED_0094,0,9.15,0,0.0,4.1,0,resolved_within_7d,resolved_standard
TKT000000095,CUST0105892,ORD00001095,2025-02-27T06:23,email,South East,25-34,English,48,grocery,72.0,2,2,Product is broken,"Hello, there is visible damage. The order value is about GBP 72.00. Please advise. ASAP",damaged_item,medium,neutral,1,IMG_DAMAGED_0095,0,25.48,0,0.0,2.9,0,resolved_within_7d,resolved_standard
TKT000000096,CUST0123003,ORD00001096,2025-10-30T04:08,email,South West,55-64,English,88,toys,23.92,1,1,Product is broken,"Support team, the box was crushed and the item is broken. The order value is about GBP 23.92. Please advise. ...",damaged_item,low,negative,1,IMG_DAMAGED_0096,0,13.37,0,0.0,,1,resolved_within_7d,resolved_standard
TKT000000097,CUST0110762,ORD00001097,2025-08-03T20:46,web_chat,South East,35-44,English,16,electronics,192.01,1,1,Damage on arrival,Please help - the item arrived cracked. The order value is about GBP 192.01. Please get back to me. sent from mobile,damaged_item,medium,negative,1,IMG_DAMAGED_0097,1,22.8,1,168.15,3.5,0,resolved_within_7d,specialist_escalation
TKT000000098,CUST0079461,ORD00001098,2025-05-15T12:48,email,Scotland,35-44,English,42,fashion,59.43,11,0,Item arrived damaged,"Hello, there is visible damage. The order value is about GBP 59.43. Please get back to me. #help",damaged_item,low,negative,1,IMG_DAMAGED_0098,1,36.0,0,0.0,2.3,0,resolved_within_7d,specialist_escalation
TKT000000099,CUST0098375,ORD00001099,2025-09-26T14:13,email,London,25-34,English,50,grocery,89.41,0,0,Item arrived damaged,"Support team, the product is damaged. The order value is about GBP 89.41. Please advise. #help",damaged_item,medium,neutral,1,IMG_DAMAGED_0099,0,20.41,1,63.04,3.8,0,resolved_within_7d,refund_or_return_completed
TKT000000100,CUST0089146,ORD00001100,2025-11-25T05:12,email,Wales,18-24,English,29,fashion,54.52,1,1,Item arrived damaged,"Hi, the product is damaged. The order value is about GBP 54.52. Thanks.",damaged_item,low,positive,1,IMG_DAMAGED_0100,0,21.34,0,0.0,4.3,0,resolved_within_7d,resolved_standard
TKT000000101,CUST0137064,ORD00001101,2025-07-15T00:16,email,Scotland,18-24,English,14,fashion,48.21,0,3,Product is broken,Please help - the box was crushed and the item is broken. The order value is about GBP 48.21. Thank you. ASAP,damaged_item,medium,neutral,1,IMG_DAMAGED_0101,1,27.65,0,0.0,3.0,0,resolved_within_7d,specialist_escalation
TKT000000102,CUST0116449,ORD00001102,2025-12-23T16:19,web_chat,London,45-54,English,105,grocery,54.33,0,3,Product is broken,Can someone check this? there is visible damage. The order value is about GBP 54.33. Please advise. !!!,damaged_item,medium,neutral,1,IMG_DAMAGED_0102,1,22.2,1,36.75,3.7,0,resolved_within_7d,specialist_escalation
TKT000000103,CUST0057623,ORD00001103,2025-01-08T00:31,web_chat,London,55-64,English,35,home,290.87,8,2,Item arrived damaged,"Support team, there is visible damage. The order value is about GBP 290.87. Thanks. #help",damaged_item,medium,negative,1,IMG_DAMAGED_0103,1,32.16,0,0.0,2.9,0,resolved_within_7d,specialist_escalation
TKT000000104,CUST0003099,ORD00001104,2025-12-24T11:14,web_chat,London,18-24,English,53,sports,97.74,2,1,Damage on arrival,"Hello, the product is damaged. The order value is about GBP 97.74. Thank you. ...",damaged_item,medium,neutral,1,IMG_DAMAGED_0104,0,15.24,0,0.0,4.4,0,resolved_within_7d,resolved_standard
TKT000000105,CUST0157416,ORD00001105,2025-11-27T01:29,web_chat,South East,25-34,English,66,fashion,411.38,3,4,Product is broken,,damaged_item,medium,positive,1,IMG_DAMAGED_0105,1,26.5,1,239.07,3.4,0,resolved_within_7d,specialist_escalation
TKT000000106,CUST0020881,ORD00001106,2025-11-21T23:35,web_chat,London,45-54,English,27,toys,60.42,3,0,Item arrived damaged,"Support team, the box was crushed and the item is broken. The order value is about GBP 60.42. I need this resolved soon. #help",damaged_item,medium,neutral,1,IMG_DAMAGED_0106,0,23.26,1,42.72,3.6,0,resolved_within_7d,refund_or_return_completed
TKT000000107,CUST0138958,ORD00001107,2025-09-17T06:04,web_chat,South East,35-44,English,15,electronics,182.97,0,2,Product is broken,Please help - the box was crushed and the item is broken. The order value is about GBP 182.97. Please get back to me. !!!,damaged_item,medium,neutral,1,IMG_DAMAGED_0107,0,8.17,0,0.0,4.4,0,resolved_within_7d,resolved_standard
TKT000000108,CUST0145399,ORD00001108,2025-09-29T23:29,web_chat,London,25-34,English,8,appliances,133.37,1,0,Item arrived damaged,Please help - the box was crushed and the item is broken. The order value is about GBP 133.37. I need this resolved soon. pls,damaged_item,medium,neutral,1,IMG_DAMAGED_0108,1,27.13,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000109,CUST0074485,ORD00001109,2025-01-13T07:50,web_chat,Wales,55-64,English,95,toys,178.41,2,2,Damage on arrival,"Hi, the item arrived cracked. The order value is about GBP 178.41. Can you confirm the next step? ASAP",damaged_item,medium,neutral,1,IMG_DAMAGED_0109,1,20.58,0,0.0,3.2,0,resolved_within_7d,specialist_escalation
TKT000000110,CUST0038031,ORD00001110,2025-06-08T17:54,email,West Midlands,35-44,English,13,home,51.72,0,1,Product is broken,"Hello, the item arrived cracked. The order value is about GBP 51.72. Thank you. #help",damaged_item,medium,negative,1,IMG_DAMAGED_0110,0,28.31,0,0.0,2.5,0,resolved_within_7d,resolved_standard
TKT000000111,CUST0037638,ORD00001111,2025-02-17T16:29,email,North West,55-64,English,98,electronics,104.85,0,0,Item arrived damaged,"hi, the product is damaged. the order value is about gbp 104.85. thanks. sent from mobile",damaged_item,medium,negative,1,IMG_DAMAGED_0111,0,17.9,0,0.0,3.3,0,resolved_within_7d,resolved_standard
TKT000000112,CUST0019655,ORD00001112,2025-06-17T17:32,web_chat,South East,35-44,English,39,sports,197.95,2,4,Product is broken,"Hi, the box was crushed and the item is broken. The order value is about GBP 197.95. Can you confirm the next step? thx",damaged_item,medium,neutral,1,IMG_DAMAGED_0112,0,27.53,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000113,CUST0131536,ORD00001113,2025-06-23T23:43,web_chat,South East,35-44,English,30,home,78.4,1,1,Item arrived damaged,can someone check this? the box was crushed and the item is broken. the order value is about gbp 78.40. can you confirm the next step? thx,damaged_item,low,neutral,1,IMG_DAMAGED_0113,0,24.68,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000114,CUST0111514,ORD00001114,2025-12-09T00:30,phone,East Midlands,35-44,Romanian,4,grocery,59.94,1,1,Damage on arrival,Please help - there is visible damage. The order value is about GBP 59.94. Thanks. sent from mobile,damaged_item,high,positive,1,IMG_DAMAGED_0114,0,28.7,0,0.0,2.8,0,resolved_within_7d,resolved_standard
TKT000000115,CUST0186071,ORD00001115,2025-11-14T00:45,web_chat,Yorkshire,18-24,English,36,sports,18.34,3,1,Item arrived damaged,"Hi, the product is damaged. The order value is about GBP 18.34. I need this resolved soon. thx",damaged_item,medium,negative,1,IMG_DAMAGED_0115,0,17.98,1,13.33,4.2,0,resolved_within_7d,refund_or_return_completed
TKT000000116,CUST0141582,ORD00001116,2025-04-05T07:37,web_chat,Wales,65+,English,18,appliances,107.38,8,2,Damage on arrival,"Hello, the box was crushed and the item is broken. The order value is about GBP 107.38. Thanks. !!!",damaged_item,high,negative,1,IMG_DAMAGED_0116,1,32.76,0,0.0,2.6,0,resolved_within_7d,specialist_escalation
TKT000000117,CUST0071951,ORD00001117,2025-03-05T10:12,email,Yorkshire,55-64,English,88,beauty,28.8,5,3,Product is broken,Can someone check this? there is visible damage. The order value is about GBP 28.80. Can you confirm the next step? !!!,damaged_item,high,neutral,1,IMG_DAMAGED_0117,0,19.99,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000118,CUST0146280,ORD00001118,2025-01-18T11:25,web_chat,Yorkshire,45-54,English,51,sports,96.57,7,2,Product is broken,Please help - the product is damaged. The order value is about GBP 96.57. Please get back to me. !!!,damaged_item,medium,neutral,1,IMG_DAMAGED_0118,0,29.41,0,0.0,3.3,0,resolved_within_7d,resolved_standard
TKT000000119,CUST0067005,ORD00001119,2025-03-04T07:57,web_chat,Wales,45-54,Polish,37,grocery,55.46,1,1,Damage on arrival,Please help - the box was crushed and the item is broken. The order value is about GBP 55.46. Thank you. ASAP,damaged_item,high,neutral,1,IMG_DAMAGED_0119,0,16.78,1,45.73,3.7,0,resolved_within_7d,refund_or_return_completed
TKT000000120,CUST0041982,ORD00001120,2025-01-27T00:33,email,North West,35-44,Urdu,17,toys,71.48,3,1,Product is broken,"Support team, there is visible damage. The order value is about GBP 71.48. I need this resolved soon. ASAP",damaged_item,medium,negative,1,IMG_DAMAGED_0120,0,21.32,0,0.0,3.8,1,resolved_within_7d,resolved_standard
TKT000000121,CUST0195437,ORD00001121,2025-10-17T19:31,mobile_app,North West,35-44,English,1,sports,33.0,1,4,This is not what I ordered,Can someone check this? I received the wrong colour or model. The order value is about GBP 33.00. Thanks. pls,wrong_item,medium,negative,1,IMG_WRONG_ITEM_0001,0,38.3,0,0.0,2.0,0,resolved_within_7d,resolved_standard
TKT000000122,CUST0121384,ORD00001122,2025-04-10T23:35,web_chat,West Midlands,55-64,English,44,grocery,43.6,1,1,This is not what I ordered,Can someone check this? this is the incorrect item. The order value is about GBP 43.60. Thank you. pls,wrong_item,low,negative,1,IMG_WRONG_ITEM_0002,0,31.87,1,41.5,3.1,0,resolved_within_7d,refund_or_return_completed
TKT000000123,CUST0192634,ORD00001123,2025-09-25T14:53,web_chat,London,25-34,English,13,electronics,178.46,3,1,Incorrect product received,"Hi, the item in the box is not what I ordered. The order value is about GBP 178.46. Can you confirm the next step? ...",wrong_item,medium,positive,1,IMG_WRONG_ITEM_0003,0,8.74,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000124,CUST0179878,ORD00001124,2025-08-30T12:32,email,South West,35-44,English,46,electronics,118.66,3,2,This is not what I ordered,I need assistance because this is the incorrect item. The order value is about GBP 118.66. Please get back to me. #help,wrong_item,high,negative,1,IMG_WRONG_ITEM_0004,0,27.88,1,79.52,3.5,0,resolved_within_7d,refund_or_return_completed
TKT000000125,CUST0029987,ORD00001125,2025-03-06T12:26,email,London,45-54,English,7,Electronics,89.56,4,0,This is not what I ordered,"Hi, this is the incorrect item. The order value is about GBP 89.56. I need this resolved soon. !!!",wrong_item,low,negative,1,IMG_WRONG_ITEM_0005,0,20.89,1,75.5,3.6,0,resolved_within_7d,refund_or_return_completed
TKT000000126,CUST0137830,ORD00001126,2025-01-08T20:56,web_chat,South East,65+,English,3,fashion,42.22,2,1,Incorrect product received,Can someone check this? the item in the box is not what I ordered. The order value is about GBP 42.22. Thanks. sent from mobile,wrong_item,low,neutral,1,IMG_WRONG_ITEM_0006,0,22.13,1,39.2,3.3,0,resolved_within_7d,refund_or_return_completed
TKT000000127,CUST0167689,ORD00001127,2025-09-27T07:13,web_chat,London,35-44,English,14,fashion,50.27,0,2,Incorrect product received,Please help - you sent a different product. The order value is about GBP 50.27. Please advise.,wrong_item,medium,neutral,1,IMG_WRONG_ITEM_0007,0,15.98,0,0.0,4.3,0,resolved_within_7d,resolved_standard
TKT000000128,CUST0085874,ORD00001128,2025-07-30T04:17,web_chat,East Midlands,45-54,English,7,home,153.36,2,3,This is not what I ordered,Please help - you sent a different product. The order value is about GBP 153.36. Thank you. ASAP,wrong_item,medium,negative,1,IMG_WRONG_ITEM_0008,1,35.5,1,136.74,1.9,0,resolved_within_7d,specialist_escalation
TKT000000129,CUST0086399,ORD00001129,2025-09-17T15:31,web_chat,South East,25-34,English,18,electronics,88.79,0,2,Incorrect product received,Can someone check this? I received the wrong colour or model. The order value is about GBP 88.79. Please advise. ...,wrong_item,medium,positive,1,IMG_WRONG_ITEM_0009,0,17.2,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000130,CUST0105770,ORD00001130,2025-05-27T13:31,web_chat,Scotland,65+,English,41,electronics,221.87,0,0,Wrong item delivered,"HI, THE ITEM IN THE BOX IS NOT WHAT I ORDERED. THE ORDER VALUE IS ABOUT GBP 221.87. THANK YOU. ASAP",wrong_item,low,neutral,1,IMG_WRONG_ITEM_0010,0,22.44,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000131,CUST0076416,ORD00001131,2025-01-02T18:10,web_chat,South East,45-54,English,26,sports,99.29,7,4,Incorrect product received,Please help - this is the incorrect item. The order value is about GBP 99.29. I need this resolved soon.,wrong_item,medium,neutral,1,IMG_WRONG_ITEM_0011,0,26.53,0,0.0,3.8,0,resolved_within_7d,resolved_standard
